blizzardId;monture;source;extension;patch;Difficulty;statutLocalisation;Mots clés;nombreCandidates;primaryLocationRef;cheminRetenu;candidateRefs;cheminsCandidates
398;Dromadaire brun;Réputation;cataclysm;à définir;;no_candidate;;0;;;;
399;Dromadaire fauve;Réputation;cataclysm;à définir;;no_candidate;;0;;;;
400;Dromadaire gris;Butin;cataclysm;à définir;;no_candidate;;0;;;;
401;Phénix sombre;Haut-fait;cataclysm;à définir;;no_candidate;;0;;;;
403;Roi doré;Haut-fait;cataclysm;à définir;;no_candidate;;0;;;;
404;Char d’assaut qiraji bleu marine;à définir;à définir;à définir;;no_candidate;;0;;;;
405;Palefroi spectral;Réputation;cataclysm;à définir;;no_candidate;;0;;;;
406;Loup spectral;Réputation;cataclysm;à définir;;no_candidate;;0;;;;
407;Drake de grès;à définir;à définir;à définir;;no_candidate;;0;;;;
408;Drake tacheté;Cartes à collectionner;cataclysm;à définir;;no_candidate;;0;;;;
409;Annihilateur kor’kron;Haut-fait;cataclysm;à définir;;no_candidate;;0;;;;
410;Raptor razzashi cuirassé;Butin;cataclysm;à définir;;no_candidate;;0;;;;
411;Panthère zulienne rapide;Butin;cataclysm;à définir;;no_candidate;;0;;;;
412;Faucon-dragon amani;Cartes à collectionner;cataclysm;à définir;;no_candidate;;0;;;;
413;Hippogriffe gardeflamme;Haut-fait;cataclysm;à définir;;no_candidate;;0;;;;
415;Faucon de feu sang-pur;à définir;à définir;à définir;;no_candidate;;0;;;;
416;Faucon de gangrefeu;Haut-fait;wod;6.0;;no_candidate;;0;;;;
417;Faucon de feu corrompu;à définir;à définir;à définir;;no_candidate;;0;;;;
418;Raptor sauvage;Cartes à collectionner;cataclysm;à définir;;no_candidate;;0;;;;
419;Ours de bataille amani;Butin;cataclysm;à définir;;no_candidate;;0;;;;
420;Hippocampe assujetti;à définir;à définir;à définir;;no_candidate;;0;;;;
421;Gardien ailé;Retiré;cataclysm;à définir;;no_candidate;;0;;;;
422;Palefroi de guerre vicieux;PvP coté;cataclysm;4.2;;no_candidate;;0;;;;
423;Loup de guerre vicieux;PvP coté;cataclysm;4.2;;no_candidate;;0;;;;
424;Drake du Crépuscule du gladiateur vicieux;PvP coté;cataclysm;à définir;;no_candidate;;0;;;;
425;Serres-de-Flammes d’Alysrazor;Butin;cataclysm;à définir;;no_candidate;;0;;;;
426;Trotteur du rivage rapide;Cartes à collectionner;cataclysm;à définir;;no_candidate;;0;;;;
428;Drake du Crépuscule du gladiateur sans pitié;PvP coté;cataclysm;à définir;;no_candidate;;0;;;;
429;Trotteur des forêts rapide;Vendeur;cataclysm;4.3;;no_candidate;;0;;;;
430;Trotteur printanier rapide;Jardin des nobles;cataclysm;à définir;;no_candidate;;0;;;;
431;Inséparable rapide;De l'amour dans l'air;cataclysm;à définir;;no_candidate;;0;;;;
432;Dromadaire blanc;Cartes à collectionner;cataclysm;à définir;;no_candidate;;0;;;;
433;Hippogriffe corrompu;Cartes à collectionner;cataclysm;à définir;;no_candidate;;0;;;;
434;Ours dansant de Sombrelune;Vendeur;cataclysm;4.3;;no_candidate;;0;;;;
435;Cheval des montagnes;Vendeur;cataclysm;à définir;;no_candidate;;0;;;;
436;Cheval des montagnes rapide;Vendeur;cataclysm;à définir;;no_candidate;;0;;;;
439;Destrier de Tyraël;Comptoir;cataclysm;4.3;;no_candidate;;0;;;;
440;Griffon spectral;Comptoir;cataclysm;à définir;;no_candidate;;0;;;;
441;Coursier du vent spectral;Comptoir;cataclysm;à définir;;no_candidate;;0;;;;
442;Drake flamboyant;Butin;cataclysm;à définir;;no_candidate;;0;;;;
443;Émissaire du Crépuscule;à définir;à définir;à définir;;no_candidate;;0;;;;
444;Suivante de la Lieuse-de-Vie;Butin;cataclysm;à définir;;no_candidate;;0;;;;
445;Expérience 12-B;Butin;cataclysm;à définir;;no_candidate;;0;;;;
446;Cœur des Aspects;Boutique;cataclysm;à définir;;no_candidate;;0;;;;
447;Gangredrake;Cartes à collectionner;cataclysm;4.3;;no_candidate;;0;;;;
448;Serpent-nuage de jade;Quête;mop;à définir;;no_candidate;;0;;;;
449;Trotteur aquatique azur;Réputation;mop;à définir;;no_candidate;;0;;;;
450;Cerf-volant pandaren;à définir;à définir;à définir;;no_candidate;;0;;;;
451;Panthère d’onyx ornée de joyaux;Joaillerie;mop;5.0;;no_candidate;;0;;;;
452;Tortue-dragon verte;Vendeur;mop;à définir;;no_candidate;;0;;;;
453;Grande tortue-dragon rouge;Vendeur;mop;à définir;;no_candidate;;0;;;;
454;Destrier cendrecrin;Comptoir;wod;6.0;;no_candidate;;0;;;;
455;Aile-de-nuit obsidienne;à définir;à définir;à définir;;no_candidate;;0;;;;
456;Panthère de saphir;Joaillerie;mop;5.0;;no_candidate;;0;;;;
457;Panthère de jade;Joaillerie;mop;5.0;;no_candidate;;0;;;;
458;Panthère de rubis;Joaillerie;mop;5.0;;no_candidate;;0;;;;
459;Panthère en héliolithe;Joaillerie;mop;5.0;;no_candidate;;0;;;;
460;Yack de la grande expédition;Vendeur;mop;à définir;;no_candidate;;0;;;;
462;Yack de Kafa;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
463;Scorpion d’ambre;à définir;à définir;à définir;;no_candidate;;0;;;;
464;Serpent-nuage azur;Quête;mop;à définir;;no_candidate;;0;;;;
465;Serpent-nuage doré;Quête;mop;à définir;;no_candidate;;0;;;;
466;Serpent-nuage de jade fulminant;Haut-fait;mop;à définir;;no_candidate;;0;;;;
467;Drake du Crépuscule du gladiateur cataclysmique;PvP coté;mop;5.0;;no_candidate;;0;;;;
468;Quilen impérial;Boutique;mop;5.0;;no_candidate;;0;;;;
469;Fusée au kyparium appauvri;Ingénierie;mop;5.0;;no_candidate;;0;;;;
470;File-monde géosynchrone;Ingénierie;mop;5.0;;no_candidate;;0;;;;
471;Serpent-nuage onyx;Quête;mop;à définir;;no_candidate;;0;;;;
472;Serpent-nuage cramoisi;Haut-fait;mop;à définir;;no_candidate;;0;;;;
473;Serpent-nuage céleste onyx;Butin;mop;à définir;;no_candidate;;0;;;;
474;Serpent-nuage céleste cramoisi;Haut-fait;mop;à définir;;no_candidate;;0;;;;
475;Serpent-nuage céleste doré;Réputation;mop;à définir;;auto_assigned_unique_candidate;;1;wowhead-zone:6757;Azeroth > Pandarie > Île du Temps figé;wowhead-zone:6757;Azeroth > Pandarie > Île du Temps figé
476;Yu’lei, fille du jade;Vendeur;legion;7.1.5;;no_candidate;;0;;;;
477;Serpent-nuage céleste azur;Haut-fait;wod;6.2;;no_candidate;;0;;;;
478;Serpent-nuage astral;Butin;mop;à définir;;no_candidate;;0;;;;
479;Grue de monte azur;Réputation;mop;à définir;;no_candidate;;0;;;;
480;Grue de monte dorée;Réputation;mop;à définir;;no_candidate;;0;;;;
481;Grue de monte régalienne;Réputation;mop;à définir;;no_candidate;;0;;;;
482;Grue de monte de la jungle;à définir;à définir;à définir;;no_candidate;;0;;;;
484;Yack de monte noir;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
485;Yack de l’expédition intermédiaire;Vendeur;dragonflight;10.2.7;;no_candidate;;0;;;;
486;Yack de monte gris;Vendeur;mop;à définir;;no_candidate;;0;;;;
487;Yack de monte blond;Vendeur;mop;à définir;;no_candidate;;0;;;;
488;Trotteur aquatique cramoisi;Réputation;wod;6.0;;no_candidate;;0;;;;
492;Tortue-dragon noire;Vendeur;mop;à définir;;no_candidate;;0;;;;
493;Tortue-dragon bleue;Vendeur;mop;à définir;;no_candidate;;0;;;;
494;Tortue-dragon brune;Vendeur;mop;à définir;;no_candidate;;0;;;;
495;Tortue-dragon violette;Vendeur;mop;à définir;;no_candidate;;0;;;;
496;Tortue-dragon rouge;Vendeur;mop;à définir;;no_candidate;;0;;;;
497;Grande tortue-dragon verte;Vendeur;mop;à définir;;no_candidate;;0;;;;
498;Grande tortue-dragon noire;Vendeur;mop;à définir;;no_candidate;;0;;;;
499;Grande tortue-dragon bleue;Vendeur;mop;à définir;;no_candidate;;0;;;;
500;Grande tortue-dragon brune;Vendeur;mop;à définir;;no_candidate;;0;;;;
501;Grande tortue-dragon violette;Vendeur;mop;à définir;;no_candidate;;0;;;;
503;Phénix pandaren cramoisi;Haut-fait;mop;à définir;;no_candidate;;0;;;;
504;Serpent-nuage vénérable fulminant;Réputation;mop;à définir;;no_candidate;;0;;;;
505;Tigre de monte pandashan vert;Réputation;mop;à définir;;no_candidate;;0;;;;
506;Tigre de monte pandashan bleu;Réputation;mop;à définir;;no_candidate;;0;;;;
507;Tigre de monte pandashan rouge;Réputation;mop;à définir;;no_candidate;;0;;;;
508;Chèvre de monte brune;Réputation;mop;à définir;;no_candidate;;0;;;;
509;Nuage volant rouge;à définir;à définir;à définir;;no_candidate;;0;;;;
510;Chèvre de monte blanche;Réputation;mop;à définir;;no_candidate;;0;;;;
511;Chèvre de monte noire;Réputation;mop;à définir;;no_candidate;;0;;;;
515;Fils de Galion;à définir;à définir;à définir;;no_candidate;;0;;;;
516;Cerf-volant pandaren;à définir;à définir;à définir;;no_candidate;;0;;;;
517;Serpent-nuage de rubis fulminant;Butin;mop;à définir;;no_candidate;;0;;;;
518;Phénix pandaren cendré;Haut-fait;mop;à définir;;no_candidate;;0;;;;
519;Phénix pandaren émeraude;Haut-fait;mop;à définir;;no_candidate;;0;;;;
520;Phénix pandaren pourpre;Haut-fait;mop;à définir;;no_candidate;;0;;;;
521;Cerf-volant pandaren de jade;à définir;à définir;à définir;;no_candidate;;0;;;;
522;Golem céleste;Ingénierie;mop;5.4;;no_candidate;;0;;;;
523;Palefroi des vents;Retiré;mop;5.1;;no_candidate;;0;;;;
526;Grand griffon cuirassé;Réputation;mop;5.1;;no_candidate;;0;;;;
527;Grande wyverne cuirassée;Réputation;mop;5.1;;no_candidate;;0;;;;
528;Grand griffon;Quête;mop;5.1;;no_candidate;;0;;;;
529;Grande wyverne;Quête;mop;5.1;;no_candidate;;0;;;;
530;Hurleciel cuirassé;Haut-fait;mop;à définir;;no_candidate;;0;;;;
531;Rejeton d’Horridon;Butin;mop;5.2;;no_candidate;;0;;;;
532;Destrier ignoble;à définir;à définir;à définir;;no_candidate;;0;;;;
533;Navrecorne primordial cobalt;Butin;mop;à définir;;no_candidate;;0;;;;
534;Navrecorne primordial d’ambre;Butin;mop;à définir;;no_candidate;;0;;;;
535;Navrecorne primordial ardoise;Butin;mop;à définir;;no_candidate;;0;;;;
536;Navrecorne primordial jade;à définir;à définir;à définir;;no_candidate;;0;;;;
537;Raptor primordial ivoirin;Quête;mop;à définir;;no_candidate;;0;;;;
538;Raptor primordial rouge;Butin;mop;à définir;;no_candidate;;0;;;;
539;Raptor primordial noir;Butin;mop;à définir;;no_candidate;;0;;;;
540;Raptor primordial vert;Butin;mop;à définir;;no_candidate;;0;;;;
541;Serpent-nuage du gladiateur malveillant;PvP coté;mop;à définir;;no_candidate;;0;;;;
542;Serpent-nuage de cobalt fulminant;Butin;mop;5.2;;auto_assigned_unique_candidate;;1;wowhead-zone:6507;Azeroth > Pandarie > Île du Tonnerre;wowhead-zone:6507;Azeroth > Pandarie > Île du Tonnerre
543;Couvée de Ji Kun;Butin;mop;5.2;;no_candidate;;0;;;;
544;Aile-de-sang cuirassée;Retiré;mop;5.2;;no_candidate;;0;;;;
545;Navrecorne primordial doré;Réputation;mop;à définir;;no_candidate;;0;;;;
546;Navrecorne primordial cramoisi;Réputation;mop;à définir;;no_candidate;;0;;;;
547;Deckstrier ailé;Haut-fait;mop;5.3;;no_candidate;;0;;;;
548;Faucon-dragon rouge cuirassé;Haut-fait;mop;5.3;;no_candidate;;0;;;;
549;Faucon-dragon bleu cuirassé;Haut-fait;mop;5.3;;no_candidate;;0;;;;
550;Mushan mastoc de bastonneur;Retiré;mop;5.3;;no_candidate;;0;;;;
551;Dragon-faë enchanté;Boutique;mop;5.3;;no_candidate;;0;;;;
552;Destrier spectral bardé de fer;Vendeur;wod;6.2;;no_candidate;;0;;;;
554;Sabre de guerre kaldorei vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
555;Cheval de guerre squelette vicieux;PvP coté;mop;5.4;;no_candidate;;0;;;;
557;Rejeton de Galakras;à définir;à définir;à définir;;no_candidate;;0;;;;
558;Loup de guerre kor’kron;Haut-fait;mop;à définir;;no_candidate;;0;;;;
559;Mastodonte kor’kron;Butin;mop;5.4;;no_candidate;;0;;;;
560;Mushan cendrepeau;Vendeur;mop;à définir;;no_candidate;;0;;;;
561;Serpent-nuage d’onyx fulminant;Butin;mop;à définir;;no_candidate;;0;;;;
562;Serpent-nuage du gladiateur tyrannique;PvP coté;mop;à définir;;no_candidate;;0;;;;
563;Serpent-nuage du gladiateur dramatique;PvP coté;mop;à définir;;no_candidate;;0;;;;
564;Serpent-nuage du gladiateur orgueilleux;PvP coté;mop;à définir;;no_candidate;;0;;;;
568;Hippogriffe émeraude;Retiré;mop;5.4;;no_candidate;;0;;;;
571;Saccage-ciel de Fer;Boutique;mop;à définir;;no_candidate;;0;;;;
593;Méca-cavale de cauchemar;Boutique;mop;5.3;;no_candidate;;0;;;;
594;Saccageur sinistre;Retiré;wod;à définir;;no_candidate;;0;;;;
600;Corbeau de l’effroi;Boutique;mop;5.4;;no_candidate;;0;;;;
603;Tapis rampant;Couture;wod;6.0;;no_candidate;;0;;;;
606;Chien du magma;Vendeur;wod;6.0;;no_candidate;;0;;;;
607;Gronnlin trotte-sang;Haut-fait;wod;6.0;;no_candidate;;0;;;;
608;Foule-falaise peau-fripée;Vendeur;wod;6.0;;no_candidate;;0;;;;
609;Sabot-glacé apprivoisé;Quête;wod;6.0;;no_candidate;;0;;;;
611;Sabot-glacé de la toundra;Butin;wod;à définir;;no_candidate;;0;;;;
612;Étalon sabot-de-sang;Butin;wod;6.0;;no_candidate;;0;;;;
613;Destructeur sabot-de-fer;Butin;wod;6.0;;no_candidate;;0;;;;
614;Foule-prairie tacheté;Butin;wod;6.0;;no_candidate;;0;;;;
615;Foule-prairie apprivoisé;Quête;wod;6.0;;no_candidate;;0;;;;
616;Brocheperle sombrepoil;Butin;wod;6.0;;no_candidate;;0;;;;
617;Rochecuir poussiéreux;Réputation;wod;6.0;;no_candidate;;0;;;;
618;Défense-de-fer cuirassé;Réputation;wod;6.0;;no_candidate;;0;;;;
619;Sanglier de guerre en noiracier;Haut-fait;wod;6.0;;no_candidate;;0;;;;
620;Sanglier de guerre brochepierre;Vendeur;wod;6.0;;no_candidate;;0;;;;
621;Huregivre cuirassé;Haut-fait;wod;6.0;;no_candidate;;0;;;;
622;Tranchedos cuirassé;Butin;wod;6.2;;no_candidate;;0;;;;
623;Sanglier de guerre des plaines givrées;Haut-fait;wod;6.0;;no_candidate;;0;;;;
624;Broche-tripes sauvage;Réputation;wod;6.2;;no_candidate;;0;;;;
625;Tranchedos domestiqué;Réputation;wod;6.0;;no_candidate;;0;;;;
626;Groin-froid géant;Butin;wod;6.0;;no_candidate;;0;;;;
627;Grand grisebroche;Butin;wod;6.0;;no_candidate;;0;;;;
628;Brochepierre apprivoisé;Quête;wod;6.0;;no_candidate;;0;;;;
629;Bourbefleuve apprivoisé;Quête;wod;6.0;;no_candidate;;0;;;;
630;Potamodonte saphir;Butin;wod;6.0;;no_candidate;;0;;;;
631;Potamodonte dos-de-boue;Quête;wod;6.2;;no_candidate;;0;;;;
632;Bourbefleuve poil-moussu;Vendeur;wod;6.0;;auto_assigned_unique_candidate;;1;wowhead-zone:6941;Draenor > Draenor > A’shran;wowhead-zone:6941;Draenor > Draenor > A’shran
633;Infernal des Flammes infernales;à définir;à définir;à définir;;no_candidate;;0;;;;
634;Faucon des flèches solaire;Butin;wod;6.0;;no_candidate;;0;;;;
635;Destrier crin-d’ombre;Réputation;wod;6.0;;no_candidate;;0;;;;
636;Trotte-brise rapide;Butin;wod;6.0;;no_candidate;;0;;;;
637;Pelargent apprivoisé;Quête;wod;6.0;;no_candidate;;0;;;;
638;Étalon trotte-brise;Réputation;wod;6.0;;no_candidate;;0;;;;
639;Broutépine pâle;Réputation;wod;6.0;;no_candidate;;0;;;;
640;Bélier de guerre vicieux;PvP coté;wod;6.0;;no_candidate;;0;;;;
641;Raptor de guerre vicieux;PvP coté;wod;6.0;;no_candidate;;0;;;;
642;Garn gueule-d’acier;Butin;wod;6.0;;no_candidate;;0;;;;
643;Morne-croc chanteguerre;Butin;wod;6.2;;no_candidate;;0;;;;
644;Loup de givre cuirassé;Haut-fait;wod;6.0;;no_candidate;;0;;;;
645;Loup de guerre flanc-de-fer;Réputation;wod;6.0;;no_candidate;;0;;;;
646;Infernal flamme-froide;à définir;à définir;à définir;;no_candidate;;0;;;;
647;Grogneur apprivoisé;Quête;wod;6.0;;no_candidate;;0;;;;
648;Loup-de-givre rapide;Réputation;wod;6.0;;no_candidate;;0;;;;
649;Loup redoutable anthracite;Butin;wod;6.0;;no_candidate;;0;;;;
650;Loup redoutable crin-de-poussière;à définir;à définir;à définir;;no_candidate;;0;;;;
651;Mort-sur-roues de seigneur de guerre;Haut-fait;mop;5.4;;no_candidate;;0;;;;
652;Motolame de champion;Vendeur;mop;5.4;;no_candidate;;0;;;;
654;Yéti de guerre du prétendant;Haut-fait;wod;6.0;;no_candidate;;0;;;;
655;Gronnlin peau-solaire;Butin;wod;6.0;;no_candidate;;0;;;;
656;Rôdeur de Llothien;Quête;legion;7.0;;no_candidate;;0;;;;
657;Garn nocthurle;Butin;wod;6.0;;no_candidate;;0;;;;
663;Veuve croc-de-sang;à définir;à définir;à définir;;no_candidate;;0;;;;
664;Drake émeraude;Haut-fait;wod;6.0;;no_candidate;;0;;;;
678;Mécabécane avec chauffeur;à définir;à définir;à définir;;no_candidate;;0;;;;
679;Bécane de mekgénieur avec chauffeur;à définir;à définir;à définir;;no_candidate;;0;;;;
682;Serre du Vide de l’Étoile noire;Butin;wod;6.1;;no_candidate;;0;;;;
741;Sabrerune mystique;Boutique;wod;à définir;;no_candidate;;0;;;;
751;Annihilateur en gangracier;Butin;wod;6.2;;no_candidate;;0;;;;
753;Aile de l’effroi corrompue;à définir;à définir;à définir;;no_candidate;;0;;;;
755;Mécanotrotteur de guerre vicieux;PvP coté;wod;6.2;;no_candidate;;0;;;;
756;Kodo de guerre vicieux;PvP coté;wod;6.2;;no_candidate;;0;;;;
758;Loup redoutable infernal;Haut-fait;wod;6.2;;no_candidate;;0;;;;
759;Gronnlin gangresang du gladiateur primordial;PvP coté;wod;6.0;;no_candidate;;0;;;;
760;Gronnlin gangresang du gladiateur farouche;PvP coté;wod;6.1;;no_candidate;;0;;;;
761;Gronnlin gangresang du gladiateur belliqueux;PvP coté;wod;6.2;;no_candidate;;0;;;;
762;Gronnlin poing-de-charbon;Quête;wod;6.2;;no_candidate;;0;;;;
763;Traqueur gangrené illidari;Boutique;wod;6.2;;no_candidate;;0;;;;
764;Gardien du Bosquet;Quête;wod;6.2;;no_candidate;;0;;;;
765;Sanglier infernal hirsute;Réputation;wod;6.2;;no_candidate;;0;;;;
768;Sanglier gangrené mort-défense;Réputation;wod;6.2;;no_candidate;;0;;;;
769;Serviteur de Grognus;Voile d'hiver;wod;6.2;;no_candidate;;0;;;;
772;Terreur-du-ciel majestueuse;Haut-fait;wod;6.2;;no_candidate;;0;;;;
773;Profanateur du bosquet;à définir;à définir;à définir;;no_candidate;;0;;;;
775;Palefroi de guerre prestigieux;Haut-fait;legion;7.1;;no_candidate;;0;;;;
776;Rylak spectral rapide;à définir;à définir;à définir;;no_candidate;;0;;;;
778;Faucon-dragon éclipse;Vendeur;wod;6.2;;no_candidate;;0;;;;
779;Esprit d’Eche’ro;Archéologie;legion;7.0;;manually_assigned;;3;wowhead-zone:7502;Azeroth > Îles Brisées > Dalaran;wowhead-zone:7502 | wowhead-zone:6611 | wowhead-zone:7886;Azeroth > Îles Brisées > Dalaran | Azeroth > Pandarie > Dalaran | Azeroth > Royaumes de l'Est > Dalaran
780;Gangresabre;à définir;à définir;à définir;;no_candidate;;0;;;;
781;Saccageur temporel infini;Butin;wod;6.2;;no_candidate;;0;;;;
784;Loup de guerre prestigieux;Haut-fait;legion;7.1;;no_candidate;;0;;;;
791;Infernal du Brasier infernal;à définir;à définir;à définir;;no_candidate;;0;;;;
793;Scrutesang prédateur;Quête;legion;7.1;;auto_assigned_unique_candidate;;1;wowhead-zone:7334;Azeroth > Îles Brisées > Azsuna;wowhead-zone:7334;Azeroth > Îles Brisées > Azsuna
794;Bec-sinistre brillant;Quête;legion;7.1;;auto_assigned_unique_candidate;;1;wowhead-zone:7541;Azeroth > Îles Brisées > Tornheim;wowhead-zone:7541;Azeroth > Îles Brisées > Tornheim
795;Chasseur plume-neige;Quête;legion;7.1;;auto_assigned_unique_candidate;;1;wowhead-zone:7503;Azeroth > Îles Brisées > Haut-Roc;wowhead-zone:7503;Azeroth > Îles Brisées > Haut-Roc
796;Serres-tranchantes viridien;Quête;legion;7.1;;auto_assigned_unique_candidate;;1;wowhead-zone:7558;Azeroth > Îles Brisées > Val’sharah;wowhead-zone:7558;Azeroth > Îles Brisées > Val’sharah
797;Dévoreur lige-acier;à définir;à définir;à définir;;no_candidate;;0;;;;
799;Infernal cœur-de-braise;à définir;à définir;à définir;;no_candidate;;0;;;;
800;Saumefond benthique;Réputation;legion;7.0;;no_candidate;;0;;;;
802;Hippogriffe oublié depuis longtemps;à définir;à définir;à définir;;no_candidate;;0;;;;
803;Tombaile ouvragée;Butin;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
804;Ralezan;Haut-fait;legion;7.0;;no_candidate;;0;;;;
826;Coursier de bronze prestigieux;Haut-fait;legion;7.0;;no_candidate;;0;;;;
831;Coursier royal prestigieux;Haut-fait;legion;7.0;;no_candidate;;0;;;;
832;Coursier des forêts prestigieux;Haut-fait;legion;7.0;;no_candidate;;0;;;;
833;Coursier d’ivoire prestigieux;Haut-fait;legion;7.0;;no_candidate;;0;;;;
834;Coursier d’azur prestigieux;Haut-fait;legion;7.0;;no_candidate;;0;;;;
836;Coursier de minuit prestigieux;Haut-fait;legion;7.0;;no_candidate;;0;;;;
838;Créature des grands fonds;Secret;legion;7.1;;auto_assigned_unique_candidate;;1;wowhead-zone:7578;Azeroth > Îles Brisées > Azsuna > Œil d’Azshara;wowhead-zone:7578;Azeroth > Îles Brisées > Azsuna > Œil d’Azshara
841;Cheval de guerre gilnéen vicieux;PvP coté;legion;7.0;;no_candidate;;0;;;;
842;Triklomoteur de guerre vicieux;PvP coté;legion;7.0;;no_candidate;;0;;;;
843;Faucon de guerre vicieux;PvP coté;legion;7.0;;no_candidate;;0;;;;
844;Elekk de guerre vicieux;PvP coté;legion;7.0;;no_candidate;;0;;;;
845;Extracteur de bois mécanique;Haut-fait;legion;7.0;;no_candidate;;0;;;;
846;Hippogriffe à plumes telluriques;Haut-fait;legion;7.0;;no_candidate;;0;;;;
847;Tortue de guerre d’Arcadie;Vendeur;legion;7.0;;no_candidate;;0;;;;
848;Dragon des tempêtes du gladiateur vindicatif;Retiré;legion;7.0;;no_candidate;;0;;;;
849;Dragon des tempêtes du gladiateur intrépide;Retiré;legion;7.1;;no_candidate;;0;;;;
850;Dragon des tempêtes du gladiateur cruel;Retiré;legion;7.2;;no_candidate;;0;;;;
851;Dragon des tempêtes du gladiateur féroce;Retiré;legion;7.2.5;;no_candidate;;0;;;;
852;Dragon des tempêtes du gladiateur opiniâtre;Retiré;legion;7.3;;no_candidate;;0;;;;
853;Dragon des tempêtes du gladiateur autoritaire;Retiré;legion;7.3;;no_candidate;;0;;;;
854;Grand noble-bois du Nord;à définir;à définir;à définir;;no_candidate;;0;;;;
855;Raie des eaux sombres;Vendeur;legion;7.1;;no_candidate;;0;;;;
860;Disque prismatique d’archimage;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
861;Veilleur ligelumière de grand prêtre;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
864;Ban Lu, compagnon de grand maître;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
865;Loup-faucon loyal de maître chasseur;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
866;Vainqueur couvepeste de seigneur de la mort;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
867;Wyrm sanguinaire de seigneur de bataille;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
868;Hurleur gangrebrisé de vengeur;à définir;à définir;à définir;;no_candidate;;0;;;;
870;Loup-faucon féroce de maître chasseur;à définir;à définir;à définir;;no_candidate;;0;;;;
872;Loup-faucon terrible de maître chasseur;à définir;à définir;à définir;;no_candidate;;0;;;;
873;Ours de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
874;Ours de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
875;Minuit;à définir;à définir;à définir;;no_candidate;;0;;;;
876;Lion de guerre vicieux;PvP coté;legion;7.2;;no_candidate;;0;;;;
877;Faucon-pérégrin ivoire;Vendeur;legion;7.1;;no_candidate;;0;;;;
878;Basilic balèze de bastonneur;Retiré;legion;7.1.5;;no_candidate;;0;;;;
881;Sabre-de-mana d’arcaniste;Quête;legion;7.1;;no_candidate;;0;;;;
882;Scorpion de guerre vicieux;PvP coté;legion;7.2;;no_candidate;;0;;;;
883;Wyrm des braises incandescentes;Butin;legion;7.1;;no_candidate;;0;;;;
884;Présage meurtrier de lame-de-l’ombre;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
885;Destrier doré de généralissime;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
888;Tempête déchaînée de long-voyant;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
889;Présage mortel de lame-de-l’ombre;Quête;legion;7.2;;no_candidate;;0;;;;
890;Présage fatal de lame-de-l’ombre;Quête;legion;7.2;;no_candidate;;0;;;;
891;Présage cramoisi de lame-de-l’ombre;Quête;legion;7.2;;no_candidate;;0;;;;
892;Destrier vengeur de généralissime;Quête;legion;7.2;;no_candidate;;0;;;;
893;Destrier vigilant de généralissime;Quête;legion;7.2;;no_candidate;;0;;;;
894;Destrier valeureux de généralissime;Quête;legion;7.2;;no_candidate;;0;;;;
896;Sabre de feu primordial;Divers;legion;7.2;;no_candidate;;0;;;;
898;Destrier du courroux chaotique de seigneur du Néant;Quête;legion;7.2;;auto_assigned_unique_candidate;;1;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé;wowhead-zone:7543;Azeroth > Îles Brisées > Rivage Brisé
